Athlete,State,Sport,Gender,Age,Coach,Event Type,Medals
Vijay Nair,Rajasthan,Kalaripayattu,Female,30,Coach Iyer,Northern Style,
Sakshi Sharma,Kerala,Kalaripayattu,Female,26,Coach Kumar,Southern Style,"Bronze, Gold"
Anjali Yadav,West Bengal,Kalaripayattu,Female,25,Coach Patil,Northern Style,"Gold, Silver"
Pooja Singh,Haryana,Kalaripayattu,Male,34,Coach Iyer,Northern Style,
Rohan Singh,Karnataka,Kalaripayattu,Female,17,Coach Iyer,Southern Style,Bronze
Yash Joshi,Gujarat,Kalaripayattu,Female,35,Coach Kumar,Southern Style,"Silver, Bronze"
Anjali Sharma,Rajasthan,Kalaripayattu,Male,27,Coach Sharma,Southern Style,Bronze
Aman Chauhan,Tamil Nadu,Kalaripayattu,Male,24,Coach Sharma,Northern Style,Gold
Rohan Nair,Punjab,Kalaripayattu,Male,24,Coach Singh,Northern Style,"Silver, Gold, Gold"
Vijay Nair,Tamil Nadu,Kalaripayattu,Male,22,Coach Singh,Southern Style,Bronze
Dev Chauhan,Karnataka,Kalaripayattu,Male,26,Coach Iyer,Northern Style,"Gold, Gold, Silver"
Vijay Singh,West Bengal,Kalaripayattu,Female,30,Coach Iyer,Southern Style,Bronze
Yash Sharma,Kerala,Kalaripayattu,Male,16,Coach Singh,Northern Style,Bronze
Anjali Kaur,Kerala,Kalaripayattu,Male,34,Coach Sharma,Southern Style,"Silver, Bronze, Silver"
Dev Reddy,Gujarat,Kalaripayattu,Female,17,Coach Singh,Southern Style,"Silver, Silver, Silver"
Yash Nair,West Bengal,Kalaripayattu,Female,34,Coach Iyer,Northern Style,
Rohan Chauhan,Kerala,Kalaripayattu,Male,19,Coach Sharma,Northern Style,"Silver, Bronze"
Isha Singh,Tamil Nadu,Kalaripayattu,Female,33,Coach Patil,Southern Style,"Bronze, Silver, Silver"
Anjali Singh,Tamil Nadu,Kalaripayattu,Female,31,Coach Sharma,Northern Style,
Sakshi Joshi,Maharashtra,Kalaripayattu,Male,27,Coach Kumar,Southern Style,"Bronze, Silver"
Rohan Yadav,Karnataka,Kalaripayattu,Female,24,Coach Singh,Northern Style,"Silver, Bronze, Gold"
Isha Reddy,Tamil Nadu,Kalaripayattu,Male,16,Coach Iyer,Northern Style,"Bronze, Gold, Bronze"
Vijay Chauhan,Tamil Nadu,Kalaripayattu,Male,31,Coach Singh,Northern Style,"Gold, Bronze, Bronze"
Rohan Sharma,Rajasthan,Kalaripayattu,Male,21,Coach Kumar,Southern Style,"Bronze, Gold, Bronze"
Aman Desai,Maharashtra,Kalaripayattu,Male,26,Coach Patil,Northern Style,"Gold, Silver, Bronze"
Isha Chauhan,Uttar Pradesh,Kalaripayattu,Male,21,Coach Singh,Northern Style,
Pooja Kaur,Kerala,Kalaripayattu,Male,35,Coach Singh,Southern Style,
Isha Desai,Gujarat,Kalaripayattu,Male,18,Coach Singh,Southern Style,
Pooja Desai,Rajasthan,Kalaripayattu,Female,17,Coach Patil,Southern Style,Silver
Yash Yadav,Karnataka,Kalaripayattu,Female,25,Coach Singh,Northern Style,Bronze
Aman Kaur,Tamil Nadu,Kalaripayattu,Male,25,Coach Iyer,Southern Style,
Pooja Nair,Tamil Nadu,Kalaripayattu,Male,23,Coach Sharma,Southern Style,"Silver, Gold"
Rohan Joshi,Gujarat,Kalaripayattu,Male,21,Coach Singh,Southern Style,"Bronze, Gold"
Rohan Sharma,West Bengal,Kalaripayattu,Male,31,Coach Kumar,Southern Style,"Bronze, Bronze"
Aman Yadav,Rajasthan,Kalaripayattu,Male,25,Coach Patil,Northern Style,"Bronze, Bronze, Gold"
Sakshi Yadav,Rajasthan,Kalaripayattu,Male,32,Coach Iyer,Southern Style,
Aman Reddy,Punjab,Kalaripayattu,Male,25,Coach Patil,Southern Style,"Bronze, Gold, Bronze"
Dev Chauhan,Uttar Pradesh,Kalaripayattu,Female,16,Coach Iyer,Northern Style,Bronze
Pooja Kaur,Uttar Pradesh,Kalaripayattu,Male,26,Coach Kumar,Southern Style,Silver
Vijay Patil,Haryana,Kalaripayattu,Female,33,Coach Iyer,Northern Style,
Rohan Singh,Tamil Nadu,Kalaripayattu,Female,34,Coach Iyer,Northern Style,"Bronze, Bronze"
Vijay Reddy,Tamil Nadu,Kalaripayattu,Female,22,Coach Iyer,Northern Style,"Gold, Silver"
Arjun Nair,Gujarat,Kalaripayattu,Male,16,Coach Patil,Southern Style,Gold
Pooja Kaur,Punjab,Kalaripayattu,Female,21,Coach Kumar,Southern Style,Gold
Isha Desai,Kerala,Kalaripayattu,Female,26,Coach Iyer,Northern Style,
Rohan Nair,Karnataka,Kalaripayattu,Male,20,Coach Iyer,Northern Style,Gold
Arjun Sharma,Gujarat,Kalaripayattu,Female,32,Coach Sharma,Northern Style,Silver
Pooja Yadav,Punjab,Kalaripayattu,Female,31,Coach Patil,Northern Style,"Bronze, Bronze, Bronze"
Pooja Chauhan,West Bengal,Kalaripayattu,Male,29,Coach Sharma,Southern Style,
Rohan Chauhan,Tamil Nadu,Kalaripayattu,Male,32,Coach Iyer,Southern Style,"Bronze, Silver"
Rohan Chauhan,Haryana,Kalaripayattu,Male,34,Coach Sharma,Northern Style,"Gold, Gold"
Isha Singh,Gujarat,Kalaripayattu,Female,26,Coach Kumar,Southern Style,
Pooja Chauhan,Haryana,Kalaripayattu,Female,21,Coach Singh,Northern Style,"Gold, Bronze, Silver"
Isha Nair,Karnataka,Kalaripayattu,Male,25,Coach Iyer,Southern Style,
Rohan Yadav,Kerala,Kalaripayattu,Female,16,Coach Singh,Northern Style,"Bronze, Silver, Silver"
Isha Nair,West Bengal,Kalaripayattu,Male,21,Coach Iyer,Northern Style,"Bronze, Gold, Gold"
Isha Sharma,Kerala,Kalaripayattu,Female,20,Coach Singh,Southern Style,Bronze
Sakshi Singh,West Bengal,Kalaripayattu,Female,19,Coach Sharma,Southern Style,
Aman Sharma,West Bengal,Kalaripayattu,Female,17,Coach Iyer,Northern Style,"Bronze, Gold"
Isha Nair,Kerala,Kalaripayattu,Male,34,Coach Patil,Northern Style,Bronze
Sakshi Chauhan,Maharashtra,Kalaripayattu,Female,17,Coach Patil,Northern Style,"Bronze, Gold, Bronze"
Yash Chauhan,Tamil Nadu,Kalaripayattu,Female,25,Coach Kumar,Southern Style,"Gold, Silver"
Yash Nair,Kerala,Kalaripayattu,Female,20,Coach Sharma,Northern Style,
Vijay Sharma,Tamil Nadu,Kalaripayattu,Male,20,Coach Patil,Southern Style,
Isha Patil,Rajasthan,Kalaripayattu,Female,29,Coach Patil,Southern Style,"Gold, Gold"
Yash Singh,Gujarat,Kalaripayattu,Female,22,Coach Sharma,Southern Style,"Silver, Gold"
Yash Chauhan,Gujarat,Kalaripayattu,Female,30,Coach Sharma,Northern Style,"Silver, Gold, Gold"
Arjun Chauhan,Maharashtra,Kalaripayattu,Female,19,Coach Iyer,Northern Style,Gold
Vijay Yadav,West Bengal,Kalaripayattu,Male,26,Coach Iyer,Southern Style,"Silver, Bronze"
Aman Kaur,Punjab,Kalaripayattu,Female,16,Coach Sharma,Southern Style,"Bronze, Bronze"
Isha Nair,Maharashtra,Kalaripayattu,Male,21,Coach Patil,Southern Style,"Silver, Gold, Silver"
Anjali Yadav,Tamil Nadu,Kalaripayattu,Female,23,Coach Iyer,Southern Style,"Bronze, Silver"
Isha Yadav,Rajasthan,Kalaripayattu,Male,16,Coach Iyer,Southern Style,"Gold, Bronze, Gold"
Pooja Reddy,Kerala,Kalaripayattu,Female,25,Coach Singh,Northern Style,Gold
Anjali Reddy,Uttar Pradesh,Kalaripayattu,Female,17,Coach Iyer,Southern Style,"Gold, Silver, Silver"
Vijay Singh,Karnataka,Kalaripayattu,Male,20,Coach Kumar,Northern Style,Gold
Sakshi Desai,Uttar Pradesh,Kalaripayattu,Male,30,Coach Singh,Southern Style,
Isha Nair,Kerala,Kalaripayattu,Female,16,Coach Sharma,Southern Style,"Gold, Bronze, Silver"
Anjali Reddy,Tamil Nadu,Kalaripayattu,Male,26,Coach Iyer,Northern Style,
Yash Desai,Haryana,Kalaripayattu,Female,18,Coach Sharma,Southern Style,
Arjun Singh,Tamil Nadu,Kalaripayattu,Female,21,Coach Kumar,Northern Style,
Arjun Kaur,Kerala,Kalaripayattu,Male,24,Coach Singh,Northern Style,"Bronze, Bronze, Bronze"
Anjali Reddy,Rajasthan,Kalaripayattu,Female,32,Coach Iyer,Southern Style,
Sakshi Chauhan,Karnataka,Kalaripayattu,Male,28,Coach Iyer,Southern Style,
Dev Singh,Karnataka,Kalaripayattu,Female,19,Coach Iyer,Northern Style,Silver
Vijay Yadav,Gujarat,Kalaripayattu,Female,30,Coach Singh,Northern Style,"Bronze, Gold, Gold"
Yash Chauhan,Kerala,Kalaripayattu,Male,35,Coach Sharma,Northern Style,"Bronze, Bronze"
Isha Joshi,Uttar Pradesh,Kalaripayattu,Female,18,Coach Singh,Southern Style,Bronze
Dev Chauhan,Haryana,Kalaripayattu,Female,26,Coach Sharma,Southern Style,Gold
Vijay Joshi,Gujarat,Kalaripayattu,Female,28,Coach Sharma,Northern Style,"Silver, Bronze, Silver"
Vijay Singh,Uttar Pradesh,Kalaripayattu,Female,31,Coach Patil,Northern Style,
Vijay Desai,Maharashtra,Kalaripayattu,Male,21,Coach Singh,Southern Style,"Gold, Bronze, Gold"
Dev Singh,Kerala,Kalaripayattu,Female,22,Coach Singh,Southern Style,Bronze
Dev Desai,Tamil Nadu,Kalaripayattu,Male,20,Coach Iyer,Northern Style,Bronze
Dev Yadav,Karnataka,Kalaripayattu,Male,31,Coach Kumar,Northern Style,"Gold, Gold"
Vijay Singh,Karnataka,Kalaripayattu,Female,27,Coach Iyer,Northern Style,"Silver, Bronze"
Sakshi Reddy,Uttar Pradesh,Kalaripayattu,Female,22,Coach Kumar,Northern Style,Gold
Rohan Sharma,Kerala,Kalaripayattu,Male,16,Coach Iyer,Southern Style,
Arjun Patil,Uttar Pradesh,Kalaripayattu,Male,21,Coach Kumar,Southern Style,"Gold, Bronze, Gold"
Rohan Kaur,Rajasthan,Kalaripayattu,Female,21,Coach Kumar,Northern Style,"Gold, Bronze"
Vijay Patil,Tamil Nadu,Kalaripayattu,Male,34,Coach Singh,Northern Style,
Isha Nair,Tamil Nadu,Kalaripayattu,Female,24,Coach Iyer,Southern Style,
Sakshi Chauhan,Punjab,Kalaripayattu,Male,29,Coach Singh,Northern Style,
Rohan Reddy,Kerala,Kalaripayattu,Male,17,Coach Kumar,Northern Style,"Gold, Silver"
Dev Kaur,Karnataka,Kalaripayattu,Female,27,Coach Iyer,Northern Style,"Gold, Silver, Silver"
Dev Singh,Tamil Nadu,Kalaripayattu,Female,28,Coach Iyer,Southern Style,"Gold, Silver, Bronze"
Isha Yadav,Karnataka,Kalaripayattu,Female,23,Coach Singh,Southern Style,"Silver, Bronze"
Yash Nair,Rajasthan,Kalaripayattu,Male,23,Coach Patil,Northern Style,"Silver, Silver"
Dev Reddy,Gujarat,Kalaripayattu,Female,31,Coach Sharma,Northern Style,Silver
Vijay Singh,West Bengal,Kalaripayattu,Male,16,Coach Patil,Northern Style,Bronze
Yash Sharma,Maharashtra,Kalaripayattu,Male,35,Coach Iyer,Southern Style,"Silver, Gold, Gold"
Sakshi Singh,Tamil Nadu,Kalaripayattu,Female,23,Coach Sharma,Northern Style,"Bronze, Silver"
Yash Kaur,West Bengal,Kalaripayattu,Male,27,Coach Sharma,Southern Style,"Silver, Bronze, Bronze"
Vijay Kaur,Tamil Nadu,Kalaripayattu,Female,27,Coach Sharma,Northern Style,"Bronze, Silver"
Rohan Joshi,Rajasthan,Kalaripayattu,Female,19,Coach Singh,Northern Style,"Bronze, Gold"
Aman Joshi,Gujarat,Kalaripayattu,Male,34,Coach Iyer,Northern Style,"Gold, Silver, Gold"
Vijay Desai,Haryana,Kalaripayattu,Female,25,Coach Kumar,Northern Style,"Gold, Silver, Gold"
Pooja Sharma,Haryana,Kalaripayattu,Male,31,Coach Iyer,Southern Style,Gold
Rohan Reddy,Tamil Nadu,Kalaripayattu,Female,21,Coach Iyer,Southern Style,Silver
Aman Kaur,Tamil Nadu,Kalaripayattu,Female,34,Coach Patil,Southern Style,
Isha Reddy,Tamil Nadu,Kalaripayattu,Male,22,Coach Sharma,Southern Style,
Yash Yadav,Uttar Pradesh,Kalaripayattu,Female,20,Coach Kumar,Southern Style,"Gold, Silver"
Aman Yadav,Uttar Pradesh,Kalaripayattu,Male,29,Coach Kumar,Northern Style,"Bronze, Bronze"
Isha Desai,Punjab,Kalaripayattu,Female,29,Coach Singh,Northern Style,"Gold, Silver, Silver"
Pooja Desai,Punjab,Kalaripayattu,Male,31,Coach Iyer,Northern Style,
Aman Sharma,Gujarat,Kalaripayattu,Male,30,Coach Patil,Northern Style,"Bronze, Bronze, Gold"
Aman Joshi,Karnataka,Kalaripayattu,Male,26,Coach Sharma,Southern Style,"Bronze, Gold, Silver"
Isha Singh,Kerala,Kalaripayattu,Female,29,Coach Sharma,Southern Style,"Silver, Gold"
Yash Joshi,Tamil Nadu,Kalaripayattu,Male,17,Coach Iyer,Northern Style,Gold
Isha Desai,Tamil Nadu,Kalaripayattu,Female,16,Coach Patil,Southern Style,"Gold, Silver, Silver"
Aman Joshi,Karnataka,Kalaripayattu,Female,24,Coach Patil,Northern Style,Gold
Arjun Singh,West Bengal,Kalaripayattu,Male,19,Coach Patil,Southern Style,Silver
Arjun Sharma,Maharashtra,Kalaripayattu,Female,30,Coach Sharma,Southern Style,Bronze
Anjali Desai,Maharashtra,Kalaripayattu,Male,34,Coach Patil,Southern Style,Bronze
Sakshi Patil,Tamil Nadu,Kalaripayattu,Male,23,Coach Kumar,Southern Style,Gold
Pooja Reddy,Uttar Pradesh,Kalaripayattu,Female,25,Coach Patil,Northern Style,Silver
Rohan Sharma,Punjab,Kalaripayattu,Male,34,Coach Singh,Northern Style,"Silver, Gold"
Arjun Nair,Uttar Pradesh,Kalaripayattu,Female,20,Coach Singh,Northern Style,"Silver, Silver"
Aman Singh,Kerala,Kalaripayattu,Male,32,Coach Kumar,Southern Style,Bronze
Rohan Patil,Uttar Pradesh,Kalaripayattu,Male,20,Coach Kumar,Southern Style,"Gold, Gold, Gold"
Dev Yadav,Kerala,Kalaripayattu,Female,22,Coach Patil,Northern Style,
Sakshi Chauhan,Gujarat,Kalaripayattu,Female,32,Coach Patil,Northern Style,"Silver, Gold, Bronze"
Vijay Singh,Punjab,Kalaripayattu,Male,32,Coach Singh,Northern Style,Gold
Yash Kaur,Karnataka,Kalaripayattu,Male,17,Coach Sharma,Southern Style,"Gold, Gold, Silver"
Sakshi Joshi,Maharashtra,Kalaripayattu,Female,19,Coach Singh,Northern Style,Gold
Vijay Nair,West Bengal,Kalaripayattu,Male,32,Coach Sharma,Southern Style,Bronze
Pooja Yadav,Maharashtra,Kalaripayattu,Female,31,Coach Kumar,Southern Style,
Dev Sharma,Punjab,Kalaripayattu,Male,16,Coach Sharma,Southern Style,"Bronze, Gold, Bronze"
Yash Desai,West Bengal,Kalaripayattu,Male,33,Coach Singh,Southern Style,Gold
Pooja Reddy,Gujarat,Kalaripayattu,Male,29,Coach Singh,Southern Style,"Gold, Bronze, Bronze"
Dev Sharma,Karnataka,Kalaripayattu,Female,27,Coach Kumar,Northern Style,"Silver, Silver"
Arjun Singh,Maharashtra,Kalaripayattu,Female,21,Coach Sharma,Southern Style,"Silver, Bronze"
Sakshi Desai,Karnataka,Kalaripayattu,Female,24,Coach Singh,Southern Style,"Bronze, Bronze, Bronze"
Isha Patil,Uttar Pradesh,Kalaripayattu,Male,20,Coach Singh,Southern Style,Silver
Vijay Reddy,Gujarat,Kalaripayattu,Female,16,Coach Iyer,Northern Style,Silver
Aman Chauhan,Punjab,Kalaripayattu,Female,20,Coach Iyer,Southern Style,Gold
Dev Nair,Maharashtra,Kalaripayattu,Female,32,Coach Singh,Northern Style,"Gold, Bronze, Bronze"
Vijay Reddy,West Bengal,Kalaripayattu,Female,31,Coach Kumar,Northern Style,"Bronze, Gold"
Yash Reddy,Punjab,Kalaripayattu,Female,26,Coach Singh,Northern Style,Gold
Yash Patil,West Bengal,Kalaripayattu,Male,23,Coach Singh,Southern Style,"Silver, Silver"
Sakshi Singh,Maharashtra,Kalaripayattu,Female,25,Coach Patil,Northern Style,
Rohan Yadav,Tamil Nadu,Kalaripayattu,Female,26,Coach Kumar,Southern Style,
Sakshi Sharma,Kerala,Kalaripayattu,Female,32,Coach Sharma,Northern Style,"Gold, Gold"
Dev Joshi,West Bengal,Kalaripayattu,Female,20,Coach Singh,Northern Style,Gold
Dev Yadav,Karnataka,Kalaripayattu,Male,17,Coach Patil,Northern Style,Bronze
Isha Reddy,Haryana,Kalaripayattu,Female,19,Coach Singh,Northern Style,
Pooja Singh,Punjab,Kalaripayattu,Female,20,Coach Singh,Northern Style,"Silver, Gold, Gold"
Anjali Joshi,Tamil Nadu,Kalaripayattu,Male,18,Coach Iyer,Northern Style,"Bronze, Bronze"
Dev Sharma,Maharashtra,Kalaripayattu,Female,32,Coach Sharma,Southern Style,
Isha Yadav,Tamil Nadu,Kalaripayattu,Male,16,Coach Sharma,Southern Style,"Bronze, Bronze, Gold"
Arjun Sharma,Gujarat,Kalaripayattu,Female,17,Coach Iyer,Southern Style,"Silver, Gold"
Arjun Nair,Uttar Pradesh,Kalaripayattu,Female,25,Coach Singh,Northern Style,
Arjun Nair,Kerala,Kalaripayattu,Male,17,Coach Kumar,Northern Style,"Gold, Gold"
Isha Nair,Karnataka,Kalaripayattu,Female,18,Coach Singh,Northern Style,"Bronze, Bronze"
Dev Desai,Karnataka,Kalaripayattu,Male,21,Coach Kumar,Southern Style,"Gold, Silver, Silver"
Pooja Chauhan,Gujarat,Kalaripayattu,Male,35,Coach Iyer,Northern Style,"Bronze, Silver, Gold"
Pooja Patil,Tamil Nadu,Kalaripayattu,Male,26,Coach Iyer,Southern Style,"Silver, Bronze, Bronze"
Aman Desai,Maharashtra,Kalaripayattu,Male,17,Coach Kumar,Southern Style,"Bronze, Silver, Bronze"
Sakshi Yadav,Punjab,Kalaripayattu,Male,34,Coach Kumar,Southern Style,
Pooja Singh,Karnataka,Kalaripayattu,Female,22,Coach Sharma,Northern Style,"Silver, Gold, Gold"
Dev Patil,Tamil Nadu,Kalaripayattu,Female,24,Coach Sharma,Northern Style,Silver
Isha Kaur,Maharashtra,Kalaripayattu,Male,35,Coach Sharma,Southern Style,
Pooja Chauhan,Punjab,Kalaripayattu,Female,35,Coach Singh,Northern Style,
Yash Joshi,Uttar Pradesh,Kalaripayattu,Female,22,Coach Patil,Northern Style,Bronze
Aman Sharma,Gujarat,Kalaripayattu,Female,34,Coach Singh,Northern Style,
Arjun Yadav,Maharashtra,Kalaripayattu,Male,16,Coach Sharma,Northern Style,Silver
Anjali Kaur,Kerala,Kalaripayattu,Female,17,Coach Singh,Southern Style,
Anjali Singh,Tamil Nadu,Kalaripayattu,Male,24,Coach Patil,Southern Style,"Silver, Gold"
Anjali Chauhan,West Bengal,Kalaripayattu,Female,29,Coach Patil,Southern Style,"Silver, Silver"
Dev Joshi,Tamil Nadu,Kalaripayattu,Male,33,Coach Kumar,Southern Style,Gold
Arjun Singh,Tamil Nadu,Kalaripayattu,Male,23,Coach Sharma,Northern Style,
Dev Yadav,Gujarat,Kalaripayattu,Female,23,Coach Patil,Northern Style,"Bronze, Bronze, Gold"
Arjun Yadav,Punjab,Kalaripayattu,Male,35,Coach Kumar,Southern Style,Silver
Yash Kaur,Gujarat,Kalaripayattu,Male,26,Coach Kumar,Southern Style,Gold
Isha Chauhan,Uttar Pradesh,Kalaripayattu,Male,33,Coach Singh,Northern Style,"Silver, Gold"
Isha Kaur,Karnataka,Kalaripayattu,Male,35,Coach Patil,Southern Style,Gold
Dev Sharma,West Bengal,Kalaripayattu,Male,30,Coach Kumar,Northern Style,"Bronze, Gold"
Sakshi Chauhan,Uttar Pradesh,Kalaripayattu,Female,18,Coach Singh,Southern Style,
Pooja Chauhan,Punjab,Kalaripayattu,Male,19,Coach Singh,Northern Style,"Silver, Silver"
Isha Sharma,Karnataka,Kalaripayattu,Male,20,Coach Sharma,Northern Style,Bronze
Arjun Yadav,Punjab,Kalaripayattu,Male,33,Coach Iyer,Southern Style,"Silver, Bronze"
Vijay Joshi,Tamil Nadu,Kalaripayattu,Female,25,Coach Singh,Southern Style,"Bronze, Silver, Bronze"
Rohan Singh,Maharashtra,Kalaripayattu,Male,16,Coach Patil,Northern Style,"Bronze, Gold"
Arjun Yadav,Punjab,Kalaripayattu,Male,29,Coach Kumar,Southern Style,Bronze
Sakshi Patil,Rajasthan,Kalaripayattu,Male,30,Coach Kumar,Southern Style,"Gold, Bronze"
Vijay Reddy,Uttar Pradesh,Kalaripayattu,Male,29,Coach Sharma,Northern Style,"Bronze, Gold, Bronze"
Sakshi Joshi,Kerala,Kalaripayattu,Female,35,Coach Sharma,Northern Style,
Vijay Yadav,Uttar Pradesh,Kalaripayattu,Female,18,Coach Iyer,Northern Style,
Vijay Joshi,Punjab,Kalaripayattu,Male,31,Coach Patil,Southern Style,"Bronze, Gold"
Yash Desai,Karnataka,Kalaripayattu,Male,19,Coach Singh,Southern Style,Gold
Isha Joshi,Gujarat,Kalaripayattu,Female,30,Coach Singh,Southern Style,
Rohan Chauhan,Maharashtra,Kalaripayattu,Female,26,Coach Patil,Southern Style,
Rohan Sharma,Uttar Pradesh,Kalaripayattu,Male,19,Coach Iyer,Northern Style,Bronze
Rohan Yadav,Kerala,Kalaripayattu,Female,26,Coach Patil,Southern Style,Gold
Sakshi Nair,Punjab,Kalaripayattu,Female,32,Coach Iyer,Southern Style,
Arjun Desai,Gujarat,Kalaripayattu,Female,27,Coach Singh,Northern Style,
Dev Sharma,Kerala,Kalaripayattu,Female,26,Coach Singh,Southern Style,"Bronze, Bronze, Silver"
Sakshi Joshi,West Bengal,Kalaripayattu,Male,16,Coach Singh,Northern Style,"Gold, Silver"
Pooja Yadav,Punjab,Kalaripayattu,Male,32,Coach Patil,Northern Style,
Dev Kaur,Maharashtra,Kalaripayattu,Male,33,Coach Singh,Southern Style,Gold
Isha Chauhan,Maharashtra,Kalaripayattu,Female,31,Coach Patil,Northern Style,
Dev Reddy,Tamil Nadu,Kalaripayattu,Female,32,Coach Sharma,Southern Style,Silver
Vijay Yadav,Kerala,Kalaripayattu,Male,23,Coach Sharma,Southern Style,"Gold, Bronze"
Rohan Yadav,Gujarat,Kalaripayattu,Female,23,Coach Sharma,Northern Style,"Silver, Silver, Gold"
Isha Reddy,Rajasthan,Kalaripayattu,Male,22,Coach Iyer,Southern Style,"Bronze, Gold"
Isha Desai,Uttar Pradesh,Kalaripayattu,Male,33,Coach Iyer,Northern Style,Bronze
Sakshi Reddy,Uttar Pradesh,Kalaripayattu,Male,27,Coach Sharma,Northern Style,"Bronze, Gold"
Arjun Chauhan,Tamil Nadu,Kalaripayattu,Female,31,Coach Sharma,Northern Style,"Silver, Bronze"
Dev Yadav,Rajasthan,Kalaripayattu,Female,30,Coach Singh,Southern Style,Silver
Aman Desai,Uttar Pradesh,Kalaripayattu,Female,23,Coach Patil,Southern Style,
Arjun Chauhan,Uttar Pradesh,Kalaripayattu,Male,20,Coach Patil,Northern Style,
Dev Kaur,Haryana,Kalaripayattu,Male,30,Coach Kumar,Southern Style,Silver
Pooja Singh,Uttar Pradesh,Kalaripayattu,Male,26,Coach Patil,Northern Style,
Arjun Desai,Maharashtra,Kalaripayattu,Male,25,Coach Singh,Southern Style,Bronze
Sakshi Yadav,Gujarat,Kalaripayattu,Male,29,Coach Iyer,Southern Style,
Yash Chauhan,Punjab,Kalaripayattu,Female,17,Coach Iyer,Northern Style,"Gold, Gold, Silver"
Vijay Nair,West Bengal,Kalaripayattu,Female,18,Coach Singh,Southern Style,"Bronze, Gold, Gold"
Pooja Patil,Kerala,Kalaripayattu,Male,29,Coach Sharma,Southern Style,"Gold, Silver"
Isha Reddy,Tamil Nadu,Kalaripayattu,Female,33,Coach Patil,Southern Style,"Bronze, Silver, Gold"
Dev Desai,Maharashtra,Kalaripayattu,Female,20,Coach Sharma,Southern Style,Bronze
Aman Chauhan,Punjab,Kalaripayattu,Male,20,Coach Sharma,Northern Style,Silver
Dev Nair,Kerala,Kalaripayattu,Male,30,Coach Patil,Northern Style,"Bronze, Gold"
Sakshi Patil,Maharashtra,Kalaripayattu,Male,23,Coach Sharma,Northern Style,"Silver, Bronze, Silver"
Anjali Nair,Uttar Pradesh,Kalaripayattu,Female,19,Coach Singh,Southern Style,"Bronze, Silver"
Isha Joshi,Haryana,Kalaripayattu,Male,23,Coach Sharma,Northern Style,Silver
Aman Reddy,Tamil Nadu,Kalaripayattu,Female,16,Coach Singh,Southern Style,"Gold, Gold, Gold"
Vijay Sharma,Maharashtra,Kalaripayattu,Male,16,Coach Kumar,Southern Style,"Silver, Gold"
Anjali Sharma,West Bengal,Kalaripayattu,Female,19,Coach Singh,Northern Style,"Bronze, Gold"
Dev Joshi,Tamil Nadu,Kalaripayattu,Male,28,Coach Sharma,Southern Style,"Gold, Silver"
Pooja Yadav,Punjab,Kalaripayattu,Female,16,Coach Kumar,Northern Style,"Silver, Silver, Bronze"
Aman Sharma,Haryana,Kalaripayattu,Male,16,Coach Singh,Southern Style,
Pooja Nair,Rajasthan,Kalaripayattu,Male,24,Coach Patil,Southern Style,"Bronze, Gold"
Sakshi Singh,West Bengal,Kalaripayattu,Male,28,Coach Singh,Southern Style,Silver
Sakshi Kaur,West Bengal,Kalaripayattu,Male,24,Coach Sharma,Northern Style,Gold
Isha Singh,Maharashtra,Kalaripayattu,Female,26,Coach Iyer,Northern Style,"Bronze, Silver, Gold"
Pooja Chauhan,Rajasthan,Kalaripayattu,Female,33,Coach Iyer,Southern Style,"Bronze, Silver"
Arjun Joshi,Punjab,Kalaripayattu,Female,28,Coach Patil,Southern Style,"Bronze, Bronze"
Sakshi Nair,Maharashtra,Kalaripayattu,Male,23,Coach Iyer,Northern Style,"Silver, Gold"
Dev Reddy,Kerala,Kalaripayattu,Male,23,Coach Sharma,Southern Style,"Gold, Silver, Gold"
Yash Desai,Gujarat,Kalaripayattu,Female,16,Coach Sharma,Northern Style,"Gold, Bronze"
Arjun Nair,Punjab,Kalaripayattu,Male,21,Coach Singh,Northern Style,
Isha Desai,Maharashtra,Kalaripayattu,Male,22,Coach Iyer,Southern Style,"Bronze, Gold, Bronze"
Yash Reddy,Kerala,Kalaripayattu,Female,24,Coach Singh,Northern Style,"Bronze, Bronze"
Dev Chauhan,Uttar Pradesh,Kalaripayattu,Female,23,Coach Singh,Northern Style,Bronze
Vijay Joshi,Gujarat,Kalaripayattu,Female,28,Coach Sharma,Northern Style,
Yash Yadav,Punjab,Kalaripayattu,Male,21,Coach Sharma,Southern Style,Silver
Yash Chauhan,Punjab,Kalaripayattu,Male,18,Coach Patil,Northern Style,"Gold, Bronze, Gold"
Yash Joshi,West Bengal,Kalaripayattu,Male,35,Coach Sharma,Northern Style,
Dev Reddy,Rajasthan,Kalaripayattu,Female,20,Coach Iyer,Southern Style,Silver
Yash Yadav,Tamil Nadu,Kalaripayattu,Male,21,Coach Kumar,Southern Style,
Anjali Singh,Rajasthan,Kalaripayattu,Male,17,Coach Kumar,Southern Style,"Bronze, Gold"
Arjun Sharma,Punjab,Kalaripayattu,Male,22,Coach Patil,Northern Style,"Silver, Silver, Bronze"
Aman Reddy,Maharashtra,Kalaripayattu,Male,21,Coach Patil,Southern Style,"Gold, Silver"
Pooja Patil,Maharashtra,Kalaripayattu,Female,26,Coach Kumar,Northern Style,Silver
Pooja Chauhan,West Bengal,Kalaripayattu,Male,28,Coach Kumar,Southern Style,
